gender,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,PhoneServiceStatus,Internet_AddOnCount,IsNewCustomer,AvgMonthlySpend,BillingRatio,RelativeSpend,TenureGroup,ContractPaymentCombo,CostDeviation
Female,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,Yes,Multiple phone lines,0,No,77.51756756756757,1.0133015368309486,0.9868730714920768,25–48m,Month-to-month_Electronic check,-9.850935532233876
Female,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,No,No phone service,4,No,53.4921875,0.9797103937728937,1.0207097999123704,49m+,Two year_Electronic check,-18.991618953603158
Male,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,No,Single phone line,3,No,82.8,0.921535893155259,1.085144927536232,0–6m,Month-to-month_Electronic check,3.499064467766118
Female,No,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),68.96,No,No phone service,1,No,31.287499999999998,0.4537050464037123,2.204075109868158,25–48m,Two year_Bank transfer (automatic),-4.631618953603166
Female,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,Yes,Multiple phone lines,3,No,106.465,1.061995012468828,0.9416240078899168,7–12m,Month-to-month_Electronic check,13.899064467766124
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,No,Single phone line,0,No,20.36951219512195,0.9864170554538475,1.01376998144046,25–48m,Two year_Mailed check,-1.7960791925465855
Male,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,No,Multiple phone lines,2,No,79.68888888888888,0.9353155972874282,1.0691578360290017,25–48m,Month-to-month_Credit card (automatic),-1.1509355322338735
Female,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,No,Multiple phone lines,3,No,88.67282958199357,0.8885053064328012,1.1254856811320926,49m+,One year_Credit card (automatic),2.7322309417040316
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,No,Single phone line,0,No,18.791666666666668,0.9078099838969405,1.101552106430155,0–6m,Month-to-month_Mailed check,-0.5282352941176462
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Yes,Multiple phone lines,0,No,76.51666666666667,1.0284498207885304,0.9723371814419517,0–6m,Month-to-month_Electronic check,-11.95093553223387
Female,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,No,Single phone line,1,No,50.050000000000004,0.9871794871794871,1.0129870129870129,7–12m,Month-to-month_Mailed check,-5.698215211754537
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,No,Single phone line,0,No,15.725,0.7541966426858513,1.3259141494435613,0–6m,Month-to-month_Mailed check,-0.3782352941176441
Male,No,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,No,Single phone line,3,No,91.7469696969697,1.03144429114075,0.9695143097782108,25–48m,Two year_Electronic check,-11.969561815336462
Female,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,Yes,Multiple phone lines,1,No,79.0925925925926,1.013358008873704,0.9868180753921797,25–48m,Month-to-month_Electronic check,-8.30093553223388
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,No,Multiple phone lines,0,No,23.94375,1.01671974522293,0.9835552075176194,49m+,Two year_Bank transfer (automatic),1.1039208074534166
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,No,Single phone line,0,No,19.75,1.0,1.0,0–6m,Month-to-month_Mailed check,-1.4782352941176455
Male,Yes,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,No,No phone service,4,No,56.131690140845066,0.9943612071008869,1.0056707691921665,49m+,One year_Electronic check,-10.852121807465608
Female,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,No,Multiple phone lines,1,No,93.51153846153846,1.0879760146775852,0.9191379097602106,13–24m,Month-to-month_Electronic check,-0.40093553223387346
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,Yes,No phone service,5,No,58.242248062015506,0.9938950181231314,1.006142481615812,25–48m,Month-to-month_Credit card (automatic),2.2017847882454618
Male,No,No,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,No,Single phone line,1,No,48.65820895522388,0.9625758448115506,1.0388791754854145,49m+,Two year_Bank transfer (automatic),-23.041618953603162
Male,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,Yes,No phone service,1,No,35.45,1.0,1.0,0–6m,Month-to-month_Electronic check,-20.948215211754537
Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,Yes,Single phone line,0,No,40.625,0.9160090191657272,1.0916923076923077,0–6m,Month-to-month_Electronic check,-12.048215211754538
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,No,Multiple phone lines,0,No,27.632558139534886,1.0751968147678945,0.9300622790775962,25–48m,Two year_Credit card (automatic),3.253920807453415
Female,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,No,Single phone line,1,No,77.32608695652173,1.0310144927536231,0.9699184706213102,13–24m,Month-to-month_Bank transfer (automatic),-11.350935532233876
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,No,Single phone line,0,No,19.96484375,0.9883586014851485,1.011778516924281,49m+,Two year_Mailed check,-2.246079192546585
Male,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,No,Single phone line,0,No,20.5359649122807,1.047753311851056,0.9544231344239889,49m+,Two year_Mailed check,-2.8460791925465827
Female,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,Yes,Single phone line,0,No,70.45,1.0,1.0,0–6m,Month-to-month_Mailed check,-15.900935532233873
Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,No,Multiple phone lines,6,No,89.24513888888889,1.013573411571708,0.9866083586874479,49m+,Two year_Credit card (automatic),14.458381046396838
Female,No,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,Yes,Multiple phone lines,3,No,70.45625,0.9902494729444834,1.0098465359709041,7–12m,Month-to-month_Electronic check,14.751784788245466
Female,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,No,Multiple phone lines,3,No,97.88934426229508,0.9687218630608123,1.0322880468913544,49m+,Two year_Bank transfer (automatic),0.1304381846635323
Male,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,No,Multiple phone lines,2,No,82.64140625,0.9803251037959668,1.0200697667823144,49m+,One year_Credit card (automatic),-12.767769058295968
Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,No,Multiple phone lines,0,No,24.735211267605635,1.0327854391484608,0.9682553239949891,49m+,Two year_Bank transfer (automatic),1.5039208074534152
Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,No,Multiple phone lines,4,No,98.71846153846154,0.9966528171475167,1.0033584241120825,49m+,Two year_Credit card (automatic),-1.8695618153364677
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,No,Single phone line,0,No,20.45,1.0433673469387754,0.958435207823961,0–6m,One year_Mailed check,-2.0957519379844953
Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,Yes,Single phone line,0,No,38.041666666666664,0.8333333333333334,1.2,0–6m,Month-to-month_Electronic check,-10.748215211754541
Male,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,No,Single phone line,3,No,64.33166666666666,0.997390180878553,1.0026166480996916,25–48m,One year_Credit card (automatic),-2.8021218074656105
Male,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,No,Single phone line,4,No,71.42666666666668,1.0277218225419664,0.973025947358596,13–24m,Month-to-month_Mailed check,13.10178478824546
Female,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,No,Single phone line,3,No,70.54375,1.0290846097738877,0.9717373970054044,7–12m,Month-to-month_Electronic check,12.151784788245457
Male,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,Yes,Multiple phone lines,2,No,93.64285714285714,0.9857142857142858,1.0144927536231885,7–12m,Month-to-month_Mailed check,8.649064467766124
Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,No,Multiple phone lines,5,No,113.29357142857143,1.0475596063668187,0.9545996179331825,49m+,One year_Credit card (automatic),11.08223094170404
Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,No,Single phone line,6,No,84.11693548387096,0.9769678917987337,1.0235750922774556,49m+,Two year_Electronic check,12.508381046396835
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,No,Single phone line,0,No,27.02105263157895,1.3716270371359873,0.7290611608881963,0–6m,Month-to-month_Mailed check,-1.5282352941176462
Female,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,No,Single phone line,1,No,82.34285714285714,1.0178350697510152,0.9824774462179043,13–24m,Month-to-month_Bank transfer (automatic),-5.450935532233871
Female,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,No,Multiple phone lines,1,No,82.81590909090909,0.9841462755901258,1.0161091138615221,13–24m,Month-to-month_Bank transfer (automatic),-2.2009355322338706
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,No,Single phone line,0,No,19.086363636363636,0.9472140762463344,1.0557275541795665,13–24m,One year_Mailed check,-1.5457519379844982
Male,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,44.18,No,Single phone line,3,No,64.0,1.448619284744228,0.6903125,13–24m,Two year_Mailed check,-29.41161895360316
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,No,Multiple phone lines,0,No,25.16,0.978988326848249,1.021462639109698,7–12m,Two year_Bank transfer (automatic),3.253920807453415
Female,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,No,Single phone line,2,No,58.81153846153846,1.0502060439560439,0.9521941011052253,13–24m,Month-to-month_Electronic check,-0.39821521175453967
Female,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,Yes,Multiple phone lines,1,No,62.893499999999996,0.7632706310679611,1.3101512874939383,13–24m,Month-to-month_Electronic check,-3.9509355322338706
Female,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,No,Single phone line,0,No,628.935,9.023457675753226,0.11082226303195085,0–6m,Month-to-month_Electronic check,-16.650935532233873
Male,No,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,No,Multiple phone lines,4,No,74.68396226415095,1.0106084203538692,0.9895029369039349,49m+,Two year_Bank transfer (automatic),0.30838104639684616
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,No,Single phone line,0,No,21.263636363636365,1.032215357458076,0.9687900812312954,7–12m,One year_Mailed check,-1.0957519379844953
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,No,Single phone line,0,No,19.76014492753623,0.9929721069113685,1.0070776339433056,49m+,Two year_Mailed check,-2.5460791925465855
Female,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,Yes,Single phone line,0,No,68.25,0.96262341325811,1.038827838827839,0–6m,Month-to-month_Bank transfer (automatic),-15.45093553223387
Male,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,No,Multiple phone lines,6,No,86.86736111111111,0.9754897373510513,1.0251261102095308,49m+,Two year_Bank transfer (automatic),15.458381046396838
Male,Yes,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,Yes,No phone service,3,No,45.710344827586205,1.0090583847149275,0.9910229330114665,49m+,Month-to-month_Electronic check,-11.098215211754543
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,No,Single phone line,0,No,20.0875,0.9846813725490197,1.015556938394524,13–24m,Month-to-month_Electronic check,-0.828235294117647
Male,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,No,Single phone line,3,No,82.30813953488372,0.9769512110965427,1.0235925690471146,25–48m,One year_Bank transfer (automatic),-12.817769058295966
Female,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,Yes,Multiple phone lines,4,No,17.594202898550723,0.16852684768726744,5.933772652388798,13–24m,Month-to-month_Electronic check,18.04906446776613
Male,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,No,Single phone line,5,No,84.41071428571429,1.030027019959906,0.9708483181722022,13–24m,Two year_Mailed check,8.358381046396843
Female,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,Yes,Single phone line,3,No,94.3433962264151,0.9946588953760158,1.0053697852085917,49m+,One year_Bank transfer (automatic),-2.2177690582959713
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,No,Single phone line,0,No,20.4546875,0.9953619221411191,1.004659689863265,25–48m,One year_Bank transfer (automatic),-1.145751937984496
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,No,Multiple phone lines,0,No,57.367647058823536,2.322576804000953,0.43055626762368615,13–24m,Month-to-month_Electronic check,3.4717647058823538
Female,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,Yes,Multiple phone lines,0,No,76.38000000000001,1.025923438549362,0.9747316051322334,13–24m,Month-to-month_Mailed check,-11.900935532233873
Female,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,Yes,Single phone line,1,No,71.94285714285715,0.9410445669438476,1.062648927720413,7–12m,Month-to-month_Bank transfer (automatic),-9.900935532233873
Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,No,Multiple phone lines,4,No,139.01666666666668,1.3195696883404524,0.7578228030212204,13–24m,Month-to-month_Bank transfer (automatic),18.999064467766118
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,No,Single phone line,0,No,18.69325581395349,0.9096474848639167,1.0993269553750264,25–48m,One year_Credit card (automatic),-1.145751937984496
Female,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,Yes,No phone service,1,No,29.95,1.0,1.0,0–6m,Month-to-month_Bank transfer (automatic),-26.44821521175454
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,No,Single phone line,0,No,73.34,1.6189845474613689,0.6176711208071993,0–6m,Month-to-month_Mailed check,-11.098215211754543
Male,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,Yes,Multiple phone lines,1,No,82.83125,0.9802514792899408,1.0201463819512564,7–12m,Month-to-month_Bank transfer (automatic),-1.8509355322338763
Male,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,No,Single phone line,4,No,76.18944099378882,1.0192567357028604,0.9811070802592426,25–48m,One year_Credit card (automatic),7.4478781925343895
